number_plate,image_link,detected_number_plate,rider_violation,pillion_violation,mobile_usage,triple_riding,message,Result,Manual Observation,Capture Status,Capture Observation
KA42U2683,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA42U2683_1763782021647.jpg,KA422683,,pillion_not_wearing_helmet (0.67),,,Violation detected,Incomplete,wrong number detected,None,
KA09EN8219,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EN8219_1763778639839.jpg,KA09ER0210,rider_not_wearing_helmet (0.57),,,,Violation detected,Incomplete,wrong number detected ,None,
KA09HP6460,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HP6460_1763793502848.jpg,KA09H6460,rider_not_wearing_helmet (0.44),pillion_not_wearing_helmet (0.51),,,Violation detected,Incomplete,wrong number detected ,None,
KA09HD4078,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HD4078_1763774121112.jpg,KA09H04078,rider_not_wearing_helmet (0.58),,,,Violation detected,Incomplete,"wrong number detected ,pillion voilation not detected ",None,
KA55V6348,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55V6348_1763795293823.jpg,KA55V6348,rider_not_wearing_helmet (0.72),,,,Violation detected,Correct Detection,correct detection,None,
KA09JD3850,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JD3850_1763787706406.jpg,,,pillion_not_wearing_helmet (0.39),,,Violation detected,Incomplete,"number plate not detected ,pillion is child ,sitting in front ,not weared helemt",None,
KA09ET8533,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09ET8533_1763784776787.jpg,KA09ET8533,,,mobile_usage (0.67),,Violation detected,Correct Detection,correct detection,None,
KA09HA0491,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HA0491_1763793502613.jpg,KA09HN0491,rider_not_wearing_helmet (0.76),pillion_not_wearing_helmet (0.47),,,Violation detected,Correct Detection,correct detection,None,
KA09JG5519,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JG5519_1763782130269.jpg,,rider_not_wearing_helmet (0.38),,,,Violation detected,Incomplete,number plate not detected ,None,
KA09EK6182,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EK6182_1763778531081.jpg,KA09EK6182,rider_not_wearing_helmet (0.20),pillion_not_wearing_helmet (0.52),,,Violation detected,Wrong,"no pillion ,detected pillion voilation",None,
KA10H5973,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA10H5973_1763787020768.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"rider voilation not detected ,number plate not detected ",Ignored,rider voilation ignored 
KA55W7105,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55W7105_1763792488137.jpg,,rider_not_wearing_helmet (0.33),,,,Violation detected,Incomplete,"triple riding ,pillion voilation not detected ",None,
KA55W7105,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55W7105_1763792488137.jpg,,rider_not_wearing_helmet (0.23),,,,Violation detected,Incomplete,"triple riding ,pillion voilation not detected ",None,
KA09EK2983,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EK2983_1763785283136.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct detection,Correct,correct detection
KA09HC5459,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HC5459_1763785225068.jpg,KA09JL8940,rider_not_wearing_helmet (0.42),,,,Violation detected,Incomplete,wrong number plate detected ,None,
KA09HC5459,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HC5459_1763785225068.jpg,KAOSHC5459,rider_not_wearing_helmet (0.44),,,,Violation detected,Incomplete,wrong number plate detected ,None,
KA09HQ1487,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HQ1487_1763790790147.jpg,KAT09HQ41487,rider_not_wearing_helmet (0.78),pillion_not_wearing_helmet (0.27),,,Violation detected,Incomplete,wrong number plate detected ,None,
KA04E4736,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA04E4736_1763774906747.jpg,,rider_not_wearing_helmet (0.70),,,,Violation detected,Incomplete,number plate not detected ,None,
KA04E4736,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA04E4736_1763774906747.jpg,,rider_not_wearing_helmet (0.15),,,,Violation detected,Incomplete,number plate not detected ,None,
KA55W8945,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55W8945_1763788553948.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider voilation not detected ,Ignored,rider voilation ignored 
KA09HU7826,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HU7826_1763784996431.jpg,KA09HU7826,rider_not_wearing_helmet (0.70),,,,Violation detected,Incomplete,"triple riding ,pillion voilation not detected ",None,
KA55X2905,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55X2905_1763793199376.jpg,KA55X2905,rider_not_wearing_helmet (0.48),pillion_not_wearing_helmet (0.58),,,Violation detected,Correct Detection,correct detection,None,
KA05JG9966,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA05JG9966_1763779483352.jpg,KA05JG9096,rider_not_wearing_helmet (0.70),,,,Violation detected,Correct Detection,correct detection,None,
KA09JA6623,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JA6623_1763782630763.jpg,KA09116623,rider_not_wearing_helmet (0.38),,,,Violation detected,Incomplete,pillion voilation not detected ,None,
KA09EV3115,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EV3115_1763790017648.jpg,KA09EM3108,rider_not_wearing_helmet (0.73),,,,Violation detected,Incomplete,pillion voilation  not detected ,None,
KA53X4127,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA53X4127_1763792488129.jpg,,,pillion_not_wearing_helmet (0.49),,,Violation detected,Incomplete,triple riding not detected ,None,
KA11X8010,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11X8010_1763780121726.jpg,KA11X6010,,pillion_not_wearing_helmet (0.54),,,Violation detected,Incomplete,wrong number plate detected .,None,
KA09HR2525,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HR2525_1763786777028.jpg,KA09HR2525,rider_not_wearing_helmet (0.75),,,,Violation detected,Correct Detection,correct detection,None,
KA09HR2525,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HR2525_1763786777028.jpg,KONEZA,rider_not_wearing_helmet (0.54),,,,Violation detected,Incomplete,wrong number plate,None,
KA09HD9898,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HD9898_1763791365713.jpg,KA09HD9898,,,mobile_usage (0.52),,Violation detected,Correct Detection,correct details,None,
KA09HT0584,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HT0584_1763784057372.jpg,KA09HT0582,,,,triple_riding (0.72),Violation detected,Incomplete,wrong number plate ,None,
KA55L5191,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55L5191_1763785119552.jpg,555191,rider_not_wearing_helmet (0.80),pillion_not_wearing_helmet (0.76),,,Violation detected,Incomplete,wrong number plate ,None,
KA55EA1354,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55EA1354_1763787020669.jpg,KASSEA1354,rider_not_wearing_helmet (0.44),,,,Violation detected,Incomplete,wrong number plate ,None,
KA09EB7171,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EB7171_1763778762027.jpg,KA09EB717,rider_not_wearing_helmet (0.60),,,,Violation detected,Incomplete,"wrong number plate,pillion voilation not detected",None,
KA55J5797,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55J5797_1763776421913.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,pillion voilation not detected ,Ignored,pillion voilation ignored 
KA09J7028,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09J7028_1763792893727.jpg,KA09JY7028,rider_not_wearing_helmet (0.72),,,,Violation detected,Correct Detection,correct detection,None,
KA55R0004,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55R0004_1763784996225.jpg,ROOOL,rider_not_wearing_helmet (0.45),,,,Violation detected,Incomplete,wrong number plate ,None,
KA55R0004,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55R0004_1763784996225.jpg,ROOOL,rider_not_wearing_helmet (0.45),,,,Violation detected,Incomplete,wrong number plate,None,
KA09JL4930,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JL4930_1763785883713.jpg,KA09JL4930,rider_not_wearing_helmet (0.73),,,,Violation detected,Correct Detection,correct detection,None,
KA11ER7174,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11ER7174_1763787308184.jpg,KA11ERAYA,rider_not_wearing_helmet (0.67),,,,Violation detected,Incomplete,"wrong number plate,pillion voilation not detected",None,
KA02HT2911,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA02HT2911_1763785224973.jpg,1.01E+12,,pillion_not_wearing_helmet (0.47),,,Violation detected,Incomplete,wrong number plate detected ,None,
KA02HT2911,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA02HT2911_1763785224973.jpg,KAO2HT2911,,pillion_not_wearing_helmet (0.23),,,Violation detected,Correct Detection,correct detection,None,
KA09HS2110,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HS2110_1763790162517.jpg,,,pillion_not_wearing_helmet (0.68),,,Violation detected,Incomplete,number plate not detected ,None,
KA09HR1169,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HR1169_1763782977143.jpg,KA09HR1169,rider_not_wearing_helmet (0.71),pillion_not_wearing_helmet (0.47),,,Violation detected,Correct Detection,correct detection,None,
KA09HJ9923,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HJ9923_1763783407691.jpg,KA09HJ9223,rider_not_wearing_helmet (0.74),,,,Violation detected,Incomplete,pillion voilation not detected ,None,
KA10EE8852,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA10EE8852_1763793896819.jpg,KA10EE6852,,pillion_not_wearing_helmet (0.56),,,Violation detected,Incomplete,rider voilation not detected ,None,
KA09JJ1180,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JJ1180_1763794001781.jpg,KA09JJ118D,rider_not_wearing_helmet (0.53),,,,Violation detected,Incomplete,wrong number plate ,None,
KA55S0345,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55S0345_1763784390143.jpg,KA550045,rider_not_wearing_helmet (0.21),pillion_not_wearing_helmet (0.41),,,Violation detected,Wrong,"no pillion ,but detected ",None,
KA09HF5393,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HF5393_1763774441958.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider voilation not detected ,Ignored,rider voilation not detected 
KA55J3884,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55J3884_1763785883712.jpg,KA558388,rider_not_wearing_helmet (0.72),,,,Violation detected,Correct Detection,correct detection,None,
KA05HM5830,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA05HM5830_1763791502066.jpg,KA05HM5830,rider_not_wearing_helmet (0.48),,,,Violation detected,Correct Detection,correct detection,None,
KA13L2174,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA13L2174_1763773809167.jpg,KA13L1704,,pillion_not_wearing_helmet (0.59),,,Violation detected,Correct Detection,rider voilation not detected ,None,
KA45E0690,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA45E0690_1763782829196.jpg,KA45E8690,,,,triple_riding (0.49),Violation detected,Wrong,no triple riding ,None,
KA51V5112,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA51V5112_1763782630825.jpg,1000554123,rider_not_wearing_helmet (0.64),,,,Violation detected,Incomplete,wrong number plate ,None,
KA13EM4792,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA13EM4792_1763780893137.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider voilation not detected ,None,
KA09HV3775,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HV3775_1763789115187.jpg,KA09HV3775,rider_not_wearing_helmet (0.62),,,,Violation detected,Correct Detection,correct detection,None,
KA09HV3775,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HV3775_1763789115187.jpg,KA550687,rider_not_wearing_helmet (0.41),,,,Violation detected,Incomplete,wrong number plate detected ,None,
KA02EH4479,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA02EH4479_1763773015284.jpg,KA02EH4479,rider_not_wearing_helmet (0.72),,,,Violation detected,Correct Detection,correct detection,None,
KA11EB6669,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11EB6669_1763798764678.jpg,KA099N1122,rider_not_wearing_helmet (0.51),,,,Violation detected,Incomplete,wrong number plate detected ,None,
KA11EB6669,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11EB6669_1763798764678.jpg,KA11EB6669,rider_not_wearing_helmet (0.46),,,,Violation detected,Correct Detection,correct detection,None,
KA55L6784,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55L6784_1763782021564.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider pillion voilation not detected,Ignored,rider and pillion violation ignored 
KA09HP4533,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HP4533_1763789115046.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider voilation not detected ,Ignored,rider violation ignored 
KA11Y4667,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11Y4667_1763789729169.jpg,KA11Y768,rider_not_wearing_helmet (0.73),,,,Violation detected,Incomplete,wrong number plate detected ,None,
KA09EK4918,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EK4918_1763774628939.jpg,KA03EX4918,rider_not_wearing_helmet (0.72),,,,Violation detected,Correct Detection,correct detection,None,
KA55H4401,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55H4401_1763782021595.jpg,KA55H4401,rider_not_wearing_helmet (0.59),,,,Violation detected,Correct Detection,correct detection,None,
KA55W2034,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55W2034_1763791862553.jpg,KA552034,rider_not_wearing_helmet (0.59),,,,Violation detected,Incomplete,wrong number plate detected ,None,
KA04EZ2598,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA04EZ2598_1763781123839.jpg,KA04EZ2598,,pillion_not_wearing_helmet (0.27),,,Violation detected,Correct Detection,correct detection,None,
KA09HH8396,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HH8396_1763788302254.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider voilation not detected ,Ignored,rider voilation ignored 
KA09HT6340,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HT6340_1763784306831.jpg,KA09HT6340,rider_not_wearing_helmet (0.67),,,,Violation detected,Correct Detection,correct detection,None,
KA09EJ9823,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EJ9823_1763781123976.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider voilation not detected ,Ignored,rider voilation ignored 
KA09JB5581,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JB5581_1763781123970.jpg,KA09JB5583,rider_not_wearing_helmet (0.57),pillion_not_wearing_helmet (0.20),,,Violation detected,Correct Detection,correct detection,None,
KA05KA4979,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA05KA4979_1763790428314.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider voilation not detected ,Ignored,rider voilation ignored 
KA09JD9160,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JD9160_1763781412140.jpg,KA09JD916,rider_not_wearing_helmet (0.63),pillion_not_wearing_helmet (0.41),,,Violation detected,Incomplete,wrong number plate detected ,None,
KA09HB6004,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HB6004_1763779483587.jpg,KA09HB6004,,pillion_not_wearing_helmet (0.70),,,Violation detected,Correct Detection,correct detection,None,
KA09JJ1611,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JJ1611_1763773616768.jpg,KAU9JJ1611,rider_not_wearing_helmet (0.19),,,,Violation detected,Wrong,"rider wearing helmet ,still detected as not wearing helmet and pillion voilation not detected ",None,
KA09EB6356,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EB6356_1763778469844.jpg,KAOSER6356,,pillion_not_wearing_helmet (0.63),,,Violation detected,Incomplete,wrong number plate ,None,
KA09EY4846,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EY4846_1763785283291.jpg,KA09EY4846,,pillion_not_wearing_helmet (0.69),,,Violation detected,Correct Detection,correct detection,None,
KA09Y6687,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09Y6687_1763783591013.jpg,KA09YGG87,,pillion_not_wearing_helmet (0.59),,,Violation detected,Incomplete,wrong number plate detected ,None,
KA09HT4155,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HT4155_1763773015016.jpg,KA09HT4155,,pillion_not_wearing_helmet (0.48),,,Violation detected,Incomplete,"triple riding not detected ,rider and pillion not wearing helemt ",None,
KA09HA6069,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HA6069_1763773015226.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,pillion voilation not detected ,Ignored,pillion voilation ignored 
KA55W8574,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55W8574_1763787020770.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider voilation not deteted ,Ignored,rider voialtion ignored
KA55E3388,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55E3388_1763778470027.jpg,KA55EE3782,rider_not_wearing_helmet (0.74),pillion_not_wearing_helmet (0.64),,,Violation detected,Correct Detection,correct detection,None,
KA41W0262,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA41W0262_1763788983480.jpg,KA41M3262,rider_not_wearing_helmet (0.72),pillion_not_wearing_helmet (0.50),,,Violation detected,Correct Detection,correct detection,None,
KA11L4097,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11L4097_1763789431324.jpg,KAS1EL4097,rider_not_wearing_helmet (0.31),,,,Violation detected,Correct Detection,correct detection,None,
KA55U6371,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55U6371_1763793602433.jpg,637455000,,pillion_not_wearing_helmet (0.40),,,Violation detected,Incomplete,wrong number plate ,None,
KA09EL5646,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EL5646_1763780893132.jpg,KADI5648,rider_not_wearing_helmet (0.62),,,,Violation detected,Incomplete,wrong number plate ,None,
KA55J0748,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55J0748_1763776667380.jpg,KA55J0748,rider_not_wearing_helmet (0.44),,,,Violation detected,Correct Detection,correct detection,None,
KA13L0553,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA13L0553_1763777614196.jpg,KA13EL0513,rider_not_wearing_helmet (0.76),pillion_not_wearing_helmet (0.20),,,Violation detected,Correct Detection,correct detection,None,
KA10E9686,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA10E9686_1763781018567.jpg,,,pillion_not_wearing_helmet (0.22),,,Violation detected,Wrong,"no pillion ,but detected as pillion not wearing helemt",None,
KA09JB6825,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JB6825_1763791165799.jpg,,,pillion_not_wearing_helmet (0.58),,,Violation detected,Incomplete,"triple riding ,number plate not detected ,rider and pillion not wearing helmet",None,
KA55H6054,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55H6054_1763784615972.jpg,KA09S9548,rider_not_wearing_helmet (0.59),,,,Violation detected,Correct Detection,correct detection,None,
KA55H6054,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55H6054_1763784615972.jpg,KA5516054,rider_not_wearing_helmet (0.46),pillion_not_wearing_helmet (0.65),,,Violation detected,Incomplete,wrong number plate ,None,
KA09EF1014,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EF1014_1763776184394.jpg,KAO9EP6305,,pillion_not_wearing_helmet (0.67),,,Violation detected,Correct Detection,"triple riding not detected ,rider and pillion not wearing helemt ",None,
KA55W4438,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55W4438_1763783079516.jpg,KA55W4438,rider_not_wearing_helmet (0.44),,,,Violation detected,Correct Detection,rider not wearing helmet is not detected ,None,
number_plate,image_link,detected_number_plate,rider_violation,pillion_violation,mobile_usage,triple_riding,message,,,None,
KA09HY0004,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HY0004_1763780600401.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,Rider not wearig helmet,Ignored,
KA11V5422,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11V5422_1763795389334.jpg,VA11V5402,rider_not_wearing_helmet (0.33),,,,Violation detected,Correct Detection,Rider not wearig helmet,None,
KA11V5422,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11V5422_1763795389334.jpg,VA11V5402,rider_not_wearing_helmet (0.33),,,,Violation detected,Correct Detection,Rider not wearig helmet,None,
KA09ET4914,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09ET4914_1763778639652.jpg,KA09ET4914,rider_not_wearing_helmet (0.64),,,,Violation detected,Correct Detection,Rider not wearig helmet,None,
KA13EC6289,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA13EC6289_1763789889952.jpg,KA13EC6289,rider_not_wearing_helmet (0.54),,,,Violation detected,Incomplete,Rider and Pillion not wearig helmet,None,
KA01HD0144,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA01HD0144_1763776923416.jpg,KADIHD0144,rider_not_wearing_helmet (0.56),,,,Violation detected,Correct Detection,Rider not wearig helmet,None,
KA55EB2547,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55EB2547_1763779576537.jpg,KA55EB2547,,pillion_not_wearing_helmet (0.35),,,Violation detected,Correct Detection,Pillion not wearing helmet,None,
KA55EB2547,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55EB2547_1763779576537.jpg,,rider_not_wearing_helmet (0.59),,,,Violation detected,Wrong,"Rider wearig helmet,Pillion not wearing helmet,Number Plate is not correct",None,
KA09JA5893,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JA5893_1763783875245.jpg,,rider_not_wearing_helmet (0.64),,,,Violation detected,Incomplete,"Rider not wearig helmet,Number plate not detected",None,
KA10R6709,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA10R6709_1763785283364.jpg,8670COLLER,rider_not_wearing_helmet (0.74),,,,Violation detected,Incomplete,"Rider and Pillion not wearig helmet,Number Plate not correct",None,
KA55H9749,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55H9749_1763781412192.jpg,KA55H9749,rider_not_wearing_helmet (0.77),,,,Violation detected,Incomplete,Rider and Pillion not wearing helmet,None,
KA09HR6100,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HR6100_1763793354069.jpg,KA09R6180,rider_not_wearing_helmet (0.52),,,,Violation detected,Correct Detection,Rider not wearig helmet,None,
KA09Y9121,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09Y9121_1763782353132.jpg,KAP0SHY,rider_not_wearing_helmet (0.43),pillion_not_wearing_helmet (0.49),,,Violation detected,Incomplete,"Number plate not correct,Rider and Pillion not wearing helmet",None,
KA55X4117,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55X4117_1763789889598.jpg,KA55X1127,rider_not_wearing_helmet (0.51),,,,Violation detected,Correct Detection,Rider not wearig helmet,None,
KA09J1827,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09J1827_1763791165879.jpg,KA09JX8277,rider_not_wearing_helmet (0.51),,,,Violation detected,Correct Detection,Rider not wearig helmet,None,
KA50Y2064,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA50Y2064_1763777490113.jpg,A502064,rider_not_wearing_helmet (0.55),,,,Violation detected,Correct Detection,Rider not wearig helmet,None,
KA41E1100,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA41E1100_1763789115240.jpg,KA41E1001,rider_not_wearing_helmet (0.74),,mobile_usage (0.47),,Violation detected,Correct Detection,"Rider not wearig helmet,mobile usage",None,
KA55X8627,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA55X8627_1763783407727.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,Rider and Pillion not wearing helmet,Ignored,
KA09EB5134,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EB5134_1763789431371.jpg,KA09EB5134,,pillion_not_wearing_helmet (0.56),,,Violation detected,Incomplete,Rider and Pillion not wearig helmet,None,
KA09JD4968,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JD4968_1763792244153.jpg,KA09002968,rider_not_wearing_helmet (0.69),,mobile_usage (0.39),,Violation detected,Correct Detection,"Rider not wearig helmet,mobile usage",None,
KA13EY2854,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA13EY2854_1763786629976.jpg,KA13EY2854,,pillion_not_wearing_helmet (0.64),,,Violation detected,Incomplete,Rider and Pillion not wearing helmet,None,
KA09EC2254,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09EC2254_1763784996207.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,Rider and Pillion not wearing helmet,Ignored,
KA09JB4811,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JB4811_1763783079418.jpg,KA09JY4781,,pillion_not_wearing_helmet (0.60),,,Violation detected,Incomplete,Rider and pillion not wearig helmet,None,
KA09HA2544,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HA2544_1763785558282.jpg,KA09JH2544,rider_not_wearing_helmet (0.72),pillion_not_wearing_helmet (0.23),,,Violation detected,Correct Detection,Rider and Pillion not wearing helmet,None,
KA09JJ8085,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JJ8085_1763784776775.jpg,KA09JJ8085,rider_not_wearing_helmet (0.76),,,,Violation detected,Correct Detection,Rider not wearig helmet,None,
KA01HQ0546,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA01HQ0546_1763777770808.jpg,KA02HQ0546,rider_not_wearing_helmet (0.40),,,,Violation detected,Incomplete,Rider and Pillion not wearing helmet,None,
KA09HM5932,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HM5932_1763777070308.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,Rider not wearig helmet,Ignored,
KA09Y0613,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09Y0613_1763775724251.jpg,KA09Y061,,pillion_not_wearing_helmet (0.73),,,Violation detected,Incomplete,"Rider not wearig helmet,Number plate not correct",None,
KA04JR9360,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA04JR9360_1763782829088.jpg,KA04JR9360,,pillion_not_wearing_helmet (0.68),,,Violation detected,Correct Detection,Pillion not wearing helmet,None,
KA09JJ9763,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09JJ9763_1763798764764.jpg,,rider_not_wearing_helmet (0.67),,,,Violation detected,Incomplete,"Rider not wearig helmet,Number plate not detected",None,
KA11EA7979,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA11EA7979_1763774540478.jpg,KA11A7979,rider_not_wearing_helmet (0.49),,,,Violation detected,Incomplete,Rider and Pillion not wearing helmet,None,
KA09HA2479,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA09HA2479_1763792597559.jpg,KA09H52479,rider_not_wearing_helmet (0.62),,,,Violation detected,Correct Detection,Rider not wearig helmet,None,
KA51EF3570,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA51EF3570_1763788828294.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Rider not wearing helmet, number plate not detected",Ignored,Rider not wearing helmet
KA56H9343,http://203.201.61.110:7274/violation_images/2025/Nov/22/KA56H9343_1763787909847.jpg,KA55H4343,rider_not_wearing_helmet (0.76),,,,Violation detected,Incomplete,Wrong number plate detected,None,
